accountId,rewards
stBJBnB76znxxofRLTCDe3uAsb5rhkUpmwfbMehiBUmd46diq,1647.5
st7wu8dgyzpBpQeUeGDKbVtkzEK6CBvQJcereZjcowG6E2fBC,1639.2
st95mNYRUckqeTHEgZ1CGPMBY2RkmXZLoRySKkmyghHKLwJ5n,1614.9
stAFNpVk27fQPvTrB6NSMuASiUiHzBZ27AoMuzLPdNJ8raC55,1572.3
st7fo48awhsJ3mRxcfvLpfq7G4JzYKE7wjpbC5z5eA73bv8LB,1564.3
stA5cn8KnUYLtfMPmTAYvPJeziDNxWjGiYWK69WuLeac4zUL7,1557.4
st94qhYy1Tg4aJrLJApU3ij6YSPHojXsnp9AouJgS4ukCSmoL,1551.7
st6WJRn838LdaMAbMe4qv5pkdWtuQ3KHrk5a2gZunjC6GbMtn,1509.3
st73ppBjarX6Vwve7WvZzD6fNU1cWFZspE63EuEcgM1uaJdCV,1498.4
st6s7AmoJwfVz8nUyBkiZSXzRt7NkEX9sC9Rfe2qBkUFSTBaG,1457.4
st7zg6GLeR8Kaz5hjYHQVDhSP3rbGx8xgG79dChj1PwtvowJH,1456.3
st6bf1gCkUszz48jBMcdr6ur1Xs4R2hghiTGNhT7UZoSS5Ue2,1450
stB7Aub2iF7N6QQqFQMCu6gxB5fopXiHoKnh5yoecW8HWibAd,1412.9
stAwZV1EF3Jx1x28RPUb51fkSjC8yscE4pmR5XFcCEKpVNJ75,1388.6
stAUoN9jsXLXj6pLPuAURYfVTmvHeH5tT9oaZWAgT6xyCtZ7i,1386.7
stAUetezvsTb5QbQ45SdXAZfhDMbPapi8MKbuDsfaeB7VLcpz,1386.3
st783R4vP6Ebp4h9peFLjbchgA2zpNeJLXdsc4Jc7xNEGdiDL,1369.5
stAAHGnadv8GXUaruK9T2efvuHKmjDXy5NDv2yMhBSZuHFcYF,1322.7
st7mcmBeRtBvPAmEgXa29emd2SVcmnS8kP7B9GCAdeDrhsLUs,1308
st8194DFJWQJgxdYK6a6R7cFZmegHfuc5z44trQevypcVoYGb,1307.1
st7V8RQepungoot1RB4BHD7BMveVEwW19CLaDpVDWWGyNNo16,1296.9
stAhSKrrsrmWygfAXHYFXr5np2kwJY8mS9NM4CySMP7zrjpJR,1286.6
st8D5YMMEsrDzSVn9E9sunwede4nNSNSswBtBPyuL2SABK9Q6,1281.1
st8VpERGSjFfLk54PK6GB3iP4vPmMVFf73RUWzES5BKSqB9Zt,1276.5
st7mStHTRiWNSb2A4GFbAs6tE4qZV1LiBy72rQvNgF7kap9dL,1268
st6giMtk1S8LY6NwvCSCfTwTb5VcJgHTqCULGyx4HiyxXq9Dc,1239.2
st9ZpYwSecvGfrLngizgKP9oKq7aLkqFa48uHXJp2zGW9zsdb,1236.8
st8XfcB1GAsHpaZ533gPKkBWZbrrD4WVKAgKnmi5mmWGzEV1j,1233.1
st83J82Yj2Y4EJrGTXvwRUvkGouckPPYEFR8oa9veNvkxCxxu,1219.5
st9nyFmy6Fy1X4rtdGv2C5vjvydoSZtKHJPjwQhsbavVLFp6C,1215.2
stAZUFCJ6XsnFf2inSdfnfnzzXXDRrUH8snpxWkk9ChPvUTCo,1198.3
st6Ka4dxGKJu2E3WU3mNQUkoWL4wxDnomMktv5QUbJF4VEwL7,1179.1
st9w8JG25TRrhZ6VDZk2WMCdXi9H2FrgoCXNkJu5FnPdCeAxP,1172.1
st9AD4hDRo3kaeiMgUHJVhnhqyomkLu8vCm97Lqvpv8AfnuK7,1171.3
stA2asFkx5SfU6J6bEWwNUhwdSRJGuNknqcmKebZWchkwy4v1,1169.2
st8x1XN5i3Dh7QyoTY9gUtPQsrHFkg7NHhnxDzLK7n8s9kXV4,1137.9
stBa6xoHYeSauyQTtxhhn2B7Zw2kd23RsRjWkp4eB5DXN6GJy,1137.6
stAFe6fqZiBqJWN6xsJswyNwRnnfLiRhpyq5LszT3tinkNz99,1136.3
st8K2JrLSaaufcYGSsRjggenXAyg4vXEom7tZH89mtLVBePXx,1131.4
st8u1pqvgKoS5Dust9yBizfuH9eWU4FwxJyCLaXaVpPLoNPNG,1124.6
st869w5T8weoCj9TYKo7CA2PcHMYsoryMd2CBfoxrQE1PtPwT,1118.1
stAHktJNz47wpnHxTr4f3uK7dyzfTk5sHnf4TKVba5sH2SX75,1108.3
st86H8vX36sq2xT47tpgZp9qyZjoLWJNaJuHUNFp7MDkL9rxf,1060.4
st7rfBEvhPWkaYAvijZkjuWFLgCAsu7RvUJfEhNQf5Y9HZdyK,1048.5
st7daM67HykzXtgX1kWtkXzjZN3LBdqCB5U3BAtgxKKK9uTfs,1047.5
stAspDMV1TC2yu28rH8ikkeQYw4i1UYPuXBHSfaGRNZUMpHxR,1042.2
stAyoW5xe37mPt4BJNo1Q64KKgNfpsycciTWDwpbkZ79ETGUs,1019.8
st85KXr7Z5oNFX4MNCTYmE9FJNQk57rNri9D6a94ZoevznEdo,1016.1
st7ctD38v3GFvTZeYysJnhnWpeuUGjJvzY4ZCeAA2ZnRKpbAu,1010.4
st7Q5wWqmurn8zBPDhvjRxs93yVu89qeXsB98w9nbUpFeeBCP,1006.8
st7BWTeqKBVKtK5YRWfiF7m2ckoxvsZsrbkZ2g1uTyhyPG8wJ,1006.6
stAPJBgPz83ZYkSzitBcZVMPMq8bXfEgDBYFcZm3g9hzMfG7S,992
stAhv4dfMHWemtVQx9SiaVGMtELjHaeyXMXZYVPbWaE5dPQpe,986.8
st6Jz2ZT4js8vY68g8VanH1VKT1UpE4ZhS1MzJjiKoLosVBRc,984
stBCj5hT7oG1zwGkWTuwoBNMvUyqvxWadGYKW24JDHxUsct3F,983.3
st6TxTpvVQ4vicUVih1Yhu814gVxvBVYspZVjyevwM8rhNLef,978.8
stASA1hDAn5CeTtVXDwk3YVnFYCoUKhaWkTS7AN3xBY3Z9YV6,958.5
st6zXkWvQeL9aj7CGoJZdfG29jDL1G8yNiahFKPPoHpsyWAT3,957.8
stAcJCcRCSxf99mWFwxmuhKhr5baMSqnwiwTAzZQucZRXUW28,955.9
st9qbRZUniBfQLEA9zt8qy64hxtcyQMi4mNjVJcNELV3Zn25P,949.2
stAXf1rFA2tY8p1fK96fNJzLsBQWGYchcYoVZBMMvZaA3zDsG,941.6
st8FjpAoQuRkaz18WijXTZJ1mRgNdgFdjsUHHi38D7NVb1fhQ,927.7
st9cgSmwow5cJ6pMHbHYSisqVTYT3qZZBxEZxMUvxVBV7aYfM,922.8
stAHuvsQGRg1ofGbcj18cmGXnkE65q7dZ9zHSmp4ZRU3Wo1Qa,919.2
st7ukQDdmnkmV34rPeyq3UCZgu7XDUxPp9DAmHMXprf8oE2ZR,903.5
stA87PFL7ryzXHvoz3v3o1JgYCox8LCuidRUJFmDbEcBbuvf1,897.5
st7SgvxrLM7Pz88ksicaDdvUoJv2XUYy4HAJFKuwt6B3uxa4t,894
st8Fz94i837GEgg3gbixiuQtRq8s5ShAydD3NnjAdPxHwAvHT,890.6
stBPSrLuqFTxTjZiPadSwYR6DipmrbhgzztMSapsMbFNCeRsi,890.3
st9UWCtWeyaFMQuFXwe9vNzwzJCkcg7zXVsykJqnDdR1Mw7KE,887.2
stBfLRCPXYS4KkaPFgShwM2ZSAAYpCEebWyKgHo7jveSk7MHZ,887.1
st7zUaKwVfSYth9rVcyXs6Yxpe79D4ZMdbFDdwX3ZJQS5SDbW,881.2
stAendQEKLfLETrH33655JQwiPfVqRFHwK4VxQf5F8DEWgtZd,873
stBvjv4Ks5JPi6MfBc7CKbkQ9keHx3APE2cyHmH1ivF8pMmTi,867.3
st6NeRjanqM8TWWwagv4gkeTqmPdv4LdBMeofJpyPJYEX7gFJ,863
st7Q2DUEsGvLaWFdH394tcBAKdRVddkmDv4TD4EYyoS2iSwiv,855.8
st9tX7EJDCDCso5Kt83aTcKxZsRuWpnSPF87N7nErQWEzjPQV,855.1
stBAL53iRxkhF4cYnasNxt9X2nqxkUu4h56fAihkN1VFPGxWt,842.7
st9akjmWyHx13rnAYMKbPayyEypjhvYbaxYTATcx6Hmevasi7,839
st8rmUxwHj71SHxkhoKKcntYanETuU5apcvK92Bu8dvNJerCS,838
st7z9cpnNRSh9PvAoJvPCm61XkHoPMwj2qitRM1RcNQaqvFMm,806.3
stAJS2n4ph5jJgY7yZxM2uEJQbePcdqfWMMTWsPLsQqh3wSrA,799.1
st7dVsKM4DRHyYCbxP1cdV9Pua4SqC1SeC5ccfkUMdGLTfBR7,768.8
st9BHCdgejzFFv1xYrNK869GfjcHGiGJPXqPWX5YxpSN3t7Ar,751.7
stA7ejwd1aw3SxQk8GLG5zu7s9H6LMGAdwxcuLjK4d4YMqfSu,751.6
stAkbTDT3Mq6U5qVP2E8SZeCdE8b8mJyWvbAf9uEH7uTJtEsB,743.3
st8ymvvjMLgeGsEQfaizAKQboMzVnRHFYSFukLtnAAjELt9TU,739.7
st7fiaawfBQMDC33FnC7gqDDQm5Qwm5yJWctNA5hCqazyjHVn,731.4
stAX3sgsKxqnSLSAU4WAYeRnVu2qQBuHW6USyhWaTxXKhjeeD,725.8
stAUwtBmNif7gGP6Zb19CfM2ghgNB9sHVNJLo75LJpTGb3tLB,725
st9Ua9TcNdhupFmNk3DQkwG3rR6bJxBcP1NVAYxu1ajggf2i5,721.3
st6xJ9XinmEYULZgJ5njHGCHMY2E5W1F3NsamjtpZf1JSJQrj,716.7
st9wqVobT5rwzH7KBu8PUdmGznnJKg585QwY4wwj3BWERPh6L,716.3
st8V1VDUiJPneaLbT1hXwacrLPT2qwVUtYQ84tD1gM1CPtc8S,715.9
st7e2FanSGdtp5VrP9YwQ9taT4HLqjhtsmRr3DGmytJgEYANK,715.5
st6QaxTvdakLVjQ3NNemzpoGCzWiAaiZHJ6dqjy5K9sUbDAzt,713.7
stAyDnBR4AWJD4x5RX43xkBU6bLCc3o2Lh6SxMkoYFWtrpoJ6,707.3
st9DaKzWa36gVVoPrf3jnpq4T2hE2n9p97XMQSyzxAwZt6ELU,706.7
st8ScpQ9h8SPTyXyFaiNgMfC1nTEPRPR9a1tdwJ1wo4qAdwWz,703.8
st6NLfEeyJtnZvfEgdi2VscxYG45EdHTZ2LSLeF2jDAgeEavj,702.5
st7s9w59kKffTpYa1YgHiWbtiz2fwmdsiGypvADHFs9BXKwUV,697.9
stBtJdqsfdMfLKt5dmMxYMbCwAf4dY1gA8aRHco7pFnzQft5X,693.4
st6fyDZUi79Ju91u5nrnNa4ZSyDm1CTXXLPSiP2oQnZgAwUqh,679.7
st7Jk4vdHnCEMWyWXW5UykbsHDTiB4c4cfiyR2KehDj1dT3MR,673.9
st9DfKmFS4Fb8UhavXKYR3v8WbDbnPXGCJaYTdGrrmT5CL8JL,667.7
st8Sw7PY5RqRK1pafSrGrbvt3vPeTMBTA3Fc6FbCAgLoobyuC,664.5
stA9znx5MjRGMAMi8Ja8XMX1zHHWW3C62rtR4Li1BHC6uvLp2,655.2
st9AauuZLdtYCd4VEJN1uEVBrerNJmq3PBuTVcHi1Z6xiXZcV,646.9
st97jedjZUCLyfSHLav4eTWzmLPx5ZcLsS1YkiuZgQY8koBvr,638.8
stBhkPF9tqVPgKkvSN77f817Yrt6n6WUHHf1T6R4zBxXDxJzY,638.4
stBHMzGJrgshZFuEtQM2aXmzcPN2cPfmMypvVDyVzMRQb6E1J,624.7
st6W37K1t2829bZxszVsFCQLnq59okUPWvsRctGGub6bG7dhn,624.3
stBCFvUaXvpeEGHCzuqqsL3387GF8bZHxmiSthEnSo3Hev9CY,622.6
stAcgNpCHRdYVTvSyWAwE1SzbHgyCWYDj8riJ9iqjDdPzs3CS,608.7
st7rCvhwbdJJsLyfdHbhRDz3Mx9xuscenN6byoSBQHgKTZ2At,602.3
st6u9ceNyeqHNZVeqYUwAUmXK8D2nx4FCJTBoKxUSJicztMBr,600.7
st8zEJkHgqm5z7NrUrCfw22LGr3VbeXct1MYEjVwB6WKseK2x,597.6
st6WMFDfQm7s4Ka5dxVhqczWsUc8K86wYJ2rZZn37nKHjs5Kz,595.6
stBD9HnHPMVx8NKa5CbmYnH7u6cwxM8VmHXjKLpQMbWcECDgq,591.7
stBkdzubNtxe6rdDKCZAvf1ECAskZVESf43WhCE2f16S4YxPb,591
st88iU9WXCAFsvbivxs3HSBXkfpwbZMjXBC58UTy4CBwEJpnY,586.3
stAobcCfBGFHaBFXPEhXkK5DKZDauJL4NWgbGMmHUc8PN28Rm,585.5
st9iB1AGRLCqkyD7SxpzCnPXtaSPSd2inCNY2ZSGfgEVZ928u,582.3
stBjrcDAMrqa7yN3MoZdZ4QtTHC2tbLt1nNRewAiSJcgYmUK9,580.3
stB9cL7oCJh2GfdM2PHAXnKRFuj975tKbqT7FE1u5Adgr8mXW,577.2
stBCKhzRzgvTd4rYyHudFKYAYsjKi6jPm98Y8FcVGnAV4Kahe,575.2
st6py8PXQ6Fp4iCut7WhS9p4qCe33RWRYFacdfnAapAMDGiq5,574.2
st8AXNWpAgdKziwccGjQAW615Ecmqqmu3JEfg84rZmRuqaLwk,570.5
st9icRaZkvJAxbZJDsFjExHSS9R3HLHaX57G7YnTtWnyvyFx8,568.2
st8DcoPLzoAmkvNWpDbRSzJsdFyeyve5RJqZakYdEjPmDyrAY,567.2
stAMJeC4HF3Aaftf5iandU9jCG393Gur6xCEHw4F5bw9R1fKy,567
stBnGqBi582vPs1RRo1xrF1Ych6M1oa1yhNhFG4J4eNDmUs4Z,566.9
stBJ3phyok3hhpxtBHPNWoWdfde4ti1ricJ64NKTvTtV3dJ7Z,564.3
st6VeodfLWAQTxsB7nRS4mZ7Son8jFErnuvXCNNGm5kGpUiUe,560.4
stBZJfCro8u14SWs57QPhJE8wjDoHJfSKB3RqvPx85SmKidcr,558.1
stBo9v3AyWNqLaxW5jS9AHwoxh7qdUMSmHVAZBv6u1qa6nNsL,557.2
st9mEVLT1P5BCYM9hL6mzrJBRCNSP8ytzuWxxFuNL3jhu81pt,555.4
stAUH6Wq5g51tNMn99oiJ6ydKuNnvNtUuA9LQynhTty3TUTvi,552.2
stA1yfHDwqWaptebH1taauv3mNPg7gGeXqsxhDk24vcfgqYsN,551.6
stALnpRggWUwgnCJvFhqHDfMKtccJUaKJ4a6vVv3ZJ8pdLFat,548.1
st8zQLL6zZmnWnwosQFuZoEqXWFRjvyw8aDxW6Po9twRBrDTR,547.2
stAtG6fV6yUaBxHUeWd1c5x5Ai222h5RPpJSeQ4CoQkXf53cH,546.2
st7ahmZMWezaU65SXnEBimAVH423Yf5SGA1HYzugq1fgL6nW6,545.4
stAA8Z3HMhJwfK5QdpAYbn6XpNjkFTPSG3o6XBHfHXvbSkwvx,544.2
stArJXWaNpj66bR5m7SL9vpzLg14wxJGVyiJgwKCLoqypYU2s,543.8
st6grK7b1HFm8qh8YGrvAcXMMdwBBUu4QKsmH8y2xF2GRZ7Bt,536.2
stBUtoFL83nJd9zqqG8jgKP7dHMr7v3kDiSQhd6PmvUw2SMTe,528.3
st8JPegpggwLmDARmq1WLsnnkybfdbeWsfYZTq9pwRobiubCj,527.7
stBtJ9BHLQpibkc3bqVHMfc4ikxpunBkCF7bUmkFGnkVvxb4r,526.9
st6HJC8s2CpuobqnLaoVsbo98euEXytVBU36FZMnHceMoJC4E,524.4
stA7PhUXZNcBgEV5h3TkE7KHMca4RheX85b3Pk8ybje6V4rup,522.7
stBLdxChhc2hJcKJRn2dgy2VwS5hRJxiLZfgm1RRw3ShcwRa7,522.6
st8MmXTyAraSEGvQ2rBMsbCNsJwgpFordutXDkk9MswbS6Ne2,520.1
st8asAKXk7LzTeasXpKzomLUm5TTgCx7wFp2bhEzfBVd5As1D,516.7
stBLtfH3r5GEwryvBFUDGHx1qHhR7BwmT6qnnA7KpNTu6aKFJ,515.2
st7r2ih7q4m1XsS2cyCpFPY2Y8c7VU8fp7DjY4C2macwGPmbu,511.8
stAJSug22TfnqTwggQ1zeY9CTzKn98TH72ByJFUGQ8bVQiSbu,508.5
stBwHCz46dYoDe3GPrHhTbZGdACxGTD7YHCBQjRd9TqmCqY6p,507.5
st8gTPWc692txizzYCKMqaMEDyNShDhTkWZFQDangfgkajTKN,505
stBZunMvycwDbHupW2E6tgTbq85wuZqFWLpTuudpDEMtFu1YS,504.5
